t,J,phi,r
1.058900000000000041e+01,7.075559078596589391e-01,4.058644483873448394e-03,9.818418716691891257e-01
1.058999999999999986e+01,7.112686418456020121e-01,4.037552855380407806e-03,9.818523401456393795e-01
1.059100000000000108e+01,7.144129001332595319e-01,4.017155295276516463e-03,9.818628338943158340e-01
1.059200000000000053e+01,7.169858188013924494e-01,3.997455063768806660e-03,9.818733529327794418e-01
1.059299999999999997e+01,7.189849941262833610e-01,3.978454847129711189e-03,9.818838976314747669e-01
1.059399999999999942e+01,7.204084850641087057e-01,3.960156755254046201e-03,9.818944681105966632e-01
1.059500000000000064e+01,7.212548153139630713e-01,3.942562319680881743e-03,9.819050643414242163e-01
1.059600000000000009e+01,7.215229749596504538e-01,3.925672492082281882e-03,9.819156864533692408e-01
1.059699999999999953e+01,7.212124216886699468e-01,3.909487643220688202e-03,9.819263345782986985e-01
1.059800000000000075e+01,7.203230815871556336e-01,3.894007562376125380e-03,9.819370087547778514e-01
1.059900000000000020e+01,7.188553495101520641e-01,3.879231457244082353e-03,9.819477089702739470e-01
1.059999999999999964e+01,7.168100890267745662e-01,3.865157954304442468e-03,9.819584354502078893e-01
1.060100000000000087e+01,7.141886319403464300e-01,3.851785099661470414e-03,9.819691881482663920e-01
1.060200000000000031e+01,7.109927773840185594e-01,3.839110360354318612e-03,9.819799669904113459e-01
1.060299999999999976e+01,7.072247904926951545e-01,3.827130626137277645e-03,9.819907722318236276e-01
1.060400000000000098e+01,7.028874006525402951e-01,3.815842211728336531e-03,9.820016035295209278e-01
1.060500000000000043e+01,6.979837993298694254e-01,3.805240859524414414e-03,9.820124611593346042e-01
1.060599999999999987e+01,6.925176374812664903e-01,3.795321742781064458e-03,9.820233448161832523e-01
1.060700000000000109e+01,6.864930225476773007e-01,3.786079469254068249e-03,9.820342548371314706e-01
1.060800000000000054e+01,6.799145150352585709e-01,3.777508085299914869e-03,9.820451911194787442e-01
1.060899999999999999e+01,6.727871246860910315e-01,3.769601080431806642e-03,9.820561536612625320e-01
1.060999999999999943e+01,6.651163062427429828e-01,3.762351392327287561e-03,9.820671425192588622e-01
1.061100000000000065e+01,6.569079548104890254e-01,3.755751412283324115e-03,9.820781575034260857e-01
1.061200000000000010e+01,6.481684008217369897e-01,3.749792991114182100e-03,9.820891985750724862e-01
1.061299999999999955e+01,6.389044046073498739e-01,3.744467445487032267e-03,9.821002658010515862e-01
1.061400000000000077e+01,6.291231505802900026e-01,3.739765564689918886e-03,9.821113589588060799e-01
1.061500000000000021e+01,6.188322410368723991e-01,3.735677617826207910e-03,9.821224779427200069e-01
1.061599999999999966e+01,6.080396895817071767e-01,3.732193361429332612e-03,9.821336226369082878e-01
1.061700000000000088e+01,5.967539141825927151e-01,3.729302047491268174e-03,9.821447928105179193e-01
1.061800000000000033e+01,5.849837298619735559e-01,3.726992431897746885e-03,9.821559885517185950e-01
1.061899999999999977e+01,5.727383410317916645e-01,3.725252783262920746e-03,9.821672096220281922e-01
1.062000000000000099e+01,5.600273334793594016e-01,3.724070892155774068e-03,9.821784561448203554e-01
1.062100000000000044e+01,5.468606660116082097e-01,3.723434080710264719e-03,9.821897277378862645e-01
1.062199999999999989e+01,5.332486617657167249e-01,3.723329212610808781e-03,9.822010243357094383e-01
1.062300000000000111e+01,5.192019991944885060e-01,3.723742703444424609e-03,9.822123455492429711e-01
1.062400000000000055e+01,5.047317027351263530e-01,3.724660531410458469e-03,9.822236912874291459e-01
1.062500000000000000e+01,4.898491331699639795e-01,3.726068248378563291e-03,9.822350612745307519e-01
1.062599999999999945e+01,4.745659776885870484e-01,3.727950991285274625e-03,9.822464552992905551e-01
1.062700000000000067e+01,4.588942396608557961e-01,3.730293493859187463e-03,9.822578732947274682e-01
1.062800000000000011e+01,4.428462281303888748e-01,3.733080098664500780e-03,9.822693151425170299e-01
1.062899999999999956e+01,4.264345470382731595e-01,3.736294769452374025e-03,9.822807805589699459e-01
1.063000000000000078e+01,4.096720841877539154e-01,3.739921103809315962e-03,9.822922691991431421e-01
1.063100000000000023e+01,3.925719999601378074e-01,3.743942346091494976e-03,9.823037807231755902e-01
1.063199999999999967e+01,3.751477157921895289e-01,3.748341400633678662e-03,9.823153151017723905e-01
1.063300000000000090e+01,3.574129024266989862e-01,3.753100845221235982e-03,9.823268716877705531e-01
1.063400000000000034e+01,3.393814679469532303e-01,3.758202944813406748e-03,9.823384505776063813e-01
1.063499999999999979e+01,3.210675456061319877e-01,3.763629665505838044e-03,9.823500514145397933e-01
1.063600000000000101e+01,3.024854814638235911e-01,3.769362688720161690e-03,9.823616739458582714e-01
1.063700000000000045e+01,2.836498218409535532e-01,3.775383425608228559e-03,9.823733177451430265e-01
1.063799999999999990e+01,2.645753006048243705e-01,3.781673031658383099e-03,9.823849825299154626e-01
1.063899999999999935e+01,2.452768262967797153e-01,3.788212421491025678e-03,9.823966681003986068e-01
1.064000000000000057e+01,2.257694691141042820e-01,3.794982283830552507e-03,9.824083741040792184e-01
1.064100000000000001e+01,2.060684477589971864e-01,3.801963096640577269e-03,9.824201002181268683e-01
1.064199999999999946e+01,1.861891161663910554e-01,3.809135142409265321e-03,9.824318459982381846e-01
1.064300000000000068e+01,1.661469501236304547e-01,3.816478523571436524e-03,9.824436111425469687e-01
1.064400000000000013e+01,1.459575337945782647e-01,3.823973178053989563e-03,9.824553953188778221e-01
1.064499999999999957e+01,1.256365461603530798e-01,3.831598894931153351e-03,9.824671980691296325e-01
1.064600000000000080e+01,1.051997473900064262e-01,3.839335330175924071e-03,9.824790190913712529e-01
1.064700000000000024e+01,8.466296515382566723e-02,3.847162022493987033e-03,9.824908580740310260e-01
1.064799999999999969e+01,6.404208089163218598e-02,3.855058409226425498e-03,9.825027145878827417e-01
1.064900000000000091e+01,4.335301604971410205e-02,3.863003842307378196e-03,9.825145882039533207e-01
1.065000000000000036e+01,2.261171829884570800e-02,3.870977604262849665e-03,9.825264786261855843e-01
1.065099999999999980e+01,1.834147746141023480e-03,3.878958924236818213e-03,9.825383852387372663e-01
1.065200000000000102e+01,-1.896373684593581285e-02,3.886926994030800997e-03,9.825503077987064460e-01
1.065300000000000047e+01,-3.976599182053196235e-02,3.894860984143013599e-03,9.825622457792358988e-01
1.065399999999999991e+01,-6.055670235517644773e-02,3.902740059793335676e-03,9.825741989355721850e-01
1.065499999999999936e+01,-8.131999614451905500e-02,3.910543396920248237e-03,9.825861669668201070e-01
1.065600000000000058e+01,-1.020400570251304290e-01,3.918250198136017867e-03,9.825981493900627362e-01
1.065700000000000003e+01,-1.227011385290211892e-01,3.925839708626456537e-03,9.826101455275318974e-01
1.065799999999999947e+01,-1.432875773541192332e-01,3.933291231981570456e-03,9.826221549372732289e-01
1.065900000000000070e+01,-1.637838067382332841e-01,3.940584145943659515e-03,9.826341773902754761e-01
1.066000000000000014e+01,-1.841743697245669664e-01,3.947697918059339499e-03,9.826462123769594825e-01
1.066099999999999959e+01,-2.044439323068137915e-01,3.954612121222206463e-03,9.826582593571209223e-01
1.066200000000000081e+01,-2.245772964409448735e-01,3.961306449092916876e-03,9.826703176488512659e-01
1.066300000000000026e+01,-2.445594129121518856e-01,3.967760731383580299e-03,9.826823869116630972e-01
1.066399999999999970e+01,-2.643753940451788464e-01,3.973954948993590336e-03,9.826944666265146067e-01
1.066500000000000092e+01,-2.840105262457752744e-01,3.979869248984055190e-03,9.827065563199256504e-01
1.066600000000000037e+01,-3.034502823622410306e-01,3.985483959378238912e-03,9.827186557421923041e-01
1.066699999999999982e+01,-3.226803338557061585e-01,3.990779603775617031e-03,9.827307643641477464e-01
1.066800000000000104e+01,-3.416865627675358397e-01,3.995736915767249091e-03,9.827428815942831353e-01
1.066900000000000048e+01,-3.604550734733365513e-01,4.000336853140492449e-03,9.827550067355844687e-01
1.066999999999999993e+01,-3.789722042128860213e-01,4.004560611861196148e-03,9.827671393753202311e-01
1.067099999999999937e+01,-3.972245383850123712e-01,4.008389639821792992e-03,9.827792793336226351e-01
1.067200000000000060e+01,-4.151989155976586465e-01,4.011805650343942993e-03,9.827914257976796408e-01
1.067300000000000004e+01,-4.328824424626744327e-01,4.014790635424583462e-03,9.828035781280758387e-01
1.067399999999999949e+01,-4.502625031261850430e-01,4.017326878714542852e-03,9.828157359161702189e-01
1.067500000000000071e+01,-4.673267695243170650e-01,4.019396968219135675e-03,9.828278987066619843e-01
1.067600000000000016e+01,-4.840632113553495208e-01,4.020983808710384792e-03,9.828400660158411739e-01
1.067699999999999960e+01,-5.004601057598210279e-01,4.022070633840873870e-03,9.828522373174118920e-01
1.067800000000000082e+01,-5.165060466990860633e-01,4.022641017949447895e-03,9.828644122231646740e-01
1.067900000000000027e+01,-5.321899540244722226e-01,4.022678887549370821e-03,9.828765899913353143e-01
1.067999999999999972e+01,-5.475010822292087909e-01,4.022168532489740246e-03,9.828887701385659037e-01
1.068100000000000094e+01,-5.624290288748874378e-01,4.021094616781437786e-03,9.829009521851371778e-01
1.068200000000000038e+01,-5.769637426851019768e-01,4.019442189079030017e-03,9.829131356303363320e-01
1.068299999999999983e+01,-5.910955312998809053e-01,4.017196692810546567e-03,9.829253199953517095e-01
1.068400000000000105e+01,-6.048150686832536316e-01,4.014343975947286605e-03,9.829375045711200576e-01
1.068500000000000050e+01,-6.181134021779547405e-01,4.010870300406192690e-03,9.829496890500627471e-01
1.068599999999999994e+01,-6.309819592016018275e-01,4.006762351077683068e-03,9.829618726890044789e-01
1.068699999999999939e+01,-6.434125535777963645e-01,4.002007244472201297e-03,9.829740551545593785e-01
1.068800000000000061e+01,-6.553973914976680692e-01,3.996592536979083794e-03,9.829862359553875883e-01
1.068900000000000006e+01,-6.669290771061957557e-01,3.990506232731750105e-03,9.829984144355160547e-01
1.068999999999999950e+01,-6.780006177092481323e-01,3.983736791073546821e-03,9.830105899541895509e-01
1.069100000000000072e+01,-6.886054285967395661e-01,3.976273133619040098e-03,9.830227620796760934e-01
1.069200000000000017e+01,-6.987373374781533641e-01,3.968104650905824107e-03,9.830349301901741832e-01
1.069299999999999962e+01,-7.083905885269705660e-01,3.959221208632414044e-03,9.830470937115555197e-01
1.069400000000000084e+01,-7.175598460309815518e-01,3.949613153478110684e-03,9.830592522128468458e-01
1.069500000000000028e+01,-7.262401976454881947e-01,3.939271318501128515e-03,9.830714052533077174e-01
1.069599999999999973e+01,-7.344271572474022625e-01,3.928187028111743487e-03,9.830835521874022875e-01
1.069700000000000095e+01,-7.421166673881489650e-01,3.916352102617482768e-03,9.830956926190218548e-01
1.069800000000000040e+01,-7.493051013436091701e-01,3.903758862337960815e-03,9.831078260767329713e-01
1.069899999999999984e+01,-7.559892647604817828e-01,3.890400131287189908e-03,9.831199518618282118e-01
1.070000000000000107e+01,-7.621663968976744030e-01,3.876269240421727127e-03,9.831320695434936363e-01
1.070100000000000051e+01,-7.678341714627138215e-01,3.861360030453375811e-03,9.831441786327812515e-01
1.070199999999999996e+01,-7.729906970432147695e-01,3.845666854225562436e-03,9.831562784857574844e-01
1.070299999999999940e+01,-7.776345171335631301e-01,3.829184578652941769e-03,9.831683686389063315e-01
1.070400000000000063e+01,-7.817646097578085929e-01,3.811908586224152257e-03,9.831804487098395606e-01
1.070500000000000007e+01,-7.853803866898450003e-01,3.793834776068085064e-03,9.831925181213506670e-01
1.070599999999999952e+01,-7.884816922726047839e-01,3.774959564584423090e-03,9.832045762573399239e-01
1.070700000000000074e+01,-7.910688018379581354e-01,3.755279885639596638e-03,9.832166226444905011e-01
1.070800000000000018e+01,-7.931424197299371537e-01,3.734793190329720874e-03,9.832286569259117703e-01
1.070899999999999963e+01,-7.947036769338347018e-01,3.713497446312462747e-03,9.832406784129085198e-01
1.071000000000000085e+01,-7.957541283142584021e-01,3.691391136710196579e-03,9.832526865193943477e-01
1.071100000000000030e+01,-7.962957494658040591e-01,3.668473258587193111e-03,9.832646809049214731e-01
1.071199999999999974e+01,-7.963309331799653945e-01,3.644743321003975772e-03,9.832766612468043510e-01
1.071300000000000097e+01,-7.958624855325533431e-01,3.620201342652346142e-03,9.832886269009083469e-01
1.071400000000000041e+01,-7.948936215963338103e-01,3.594847849075005590e-03,9.833005774874040705e-01
1.071499999999999986e+01,-7.934279607836007830e-01,3.568683869474053964e-03,9.833125123208805718e-01
1.071600000000000108e+01,-7.914695218240583863e-01,3.541710933112964064e-03,9.833244311544535599e-01
1.071700000000000053e+01,-7.890227173837146557e-01,3.513931065317117686e-03,9.833363333246274429e-01
1.071799999999999997e+01,-7.860923483305213288e-01,3.485346783078226672e-03,9.833482184063866427e-01
1.071899999999999942e+01,-7.826835976533259576e-01,3.455961090268390868e-03,9.833600861938146531e-01
1.072000000000000064e+01,-7.788020240405525429e-01,3.425777472469883171e-03,9.833719360384015618e-01
1.072100000000000009e+01,-7.744535551256288564e-01,3.394799891427068873e-03,9.833837674297092324e-01
1.072199999999999953e+01,-7.696444804064297429e-01,3.363032779127198262e-03,9.833955799560420985e-01
1.072300000000000075e+01,-7.643814438462360750e-01,3.330481031517224313e-03,9.834073732590785655e-01
1.072400000000000020e+01,-7.586714361641604398e-01,3.297150001863963838e-03,9.834191470758231191e-01
1.072499999999999964e+01,-7.525217868229991947e-01,3.263045493765387092e-03,9.834309007764427957e-01
1.072600000000000087e+01,-7.459401557232379076e-01,3.228173753821029883e-03,9.834426339046796750e-01
1.072700000000000031e+01,-7.389345246115863741e-01,3.192541463969833602e-03,9.834543461947109488e-01
1.072799999999999976e+01,-7.315131882131726826e-01,3.156155733504069447e-03,9.834660370721688416e-01
1.072900000000000098e+01,-7.236847450966291673e-01,3.119024090768142323e-03,9.834777063988174861e-01
1.073000000000000043e+01,-7.154580882814739473e-01,3.081154474551533497e-03,9.834893536279243342e-01
1.073099999999999987e+01,-7.068423955974428852e-01,3.042555225185195750e-03,9.835009781778565330e-01
1.073200000000000109e+01,-6.978471198057848435e-01,3.003235075351121542e-03,9.835125797286898841e-01
1.073300000000000054e+01,-6.884819784926804465e-01,2.963203140614967344e-03,9.835241581833075175e-01
1.073399999999999999e+01,-6.787569437448940368e-01,2.922468909691866221e-03,9.835357131045145973e-01
1.073499999999999943e+01,-6.686822316185192516e-01,2.881042234455752880e-03,9.835472440403707495e-01
1.073600000000000065e+01,-6.582682914113062722e-01,2.838933319702810747e-03,9.835587506323907325e-01
1.073700000000000010e+01,-6.475257947495673960e-01,2.796152712679752118e-03,9.835702324822691578e-01
1.073799999999999955e+01,-6.364656245006314883e-01,2.752711292387885304e-03,9.835816893536528660e-01
1.073900000000000077e+01,-6.250988635221796930e-01,2.708620258674099626e-03,9.835931208755641642e-01
1.074000000000000021e+01,-6.134367832597571457e-01,2.663891121120041342e-03,9.836045265641564228e-01
1.074099999999999966e+01,-6.014908322037488819e-01,2.618535687740903683e-03,9.836159061620508570e-01
1.074200000000000088e+01,-5.892726242177928064e-01,2.572566053505444955e-03,9.836272595434998323e-01
1.074300000000000033e+01,-5.767939267500736822e-01,2.525994588688894663e-03,9.836385865243213455e-01
1.074399999999999977e+01,-5.640666489391783500e-01,2.478833927070624860e-03,9.836498866891840720e-01
1.074500000000000099e+01,-5.511028296267179716e-01,2.431096953988473065e-03,9.836611598000053469e-01
1.074600000000000044e+01,-5.379146252885282919e-01,2.382796794261778268e-03,9.836724055258868615e-01
1.074699999999999989e+01,-5.245142978961814251e-01,2.333946799995211940e-03,9.836836235104232662e-01
1.074800000000000111e+01,-5.109142027212458803e-01,2.284560538275619973e-03,9.836948134827951939e-01
1.074900000000000055e+01,-4.971267760944048097e-01,2.234651778774068929e-03,9.837059752895290776e-01
